Dep,Nom Ville,Nombre d habitants,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre de maîtres chiens de police municipale,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année
nan,VALS LES BAINS,3500,0,1,0,0,0,07,07VALS LES BAINS,7331,2017
nan,VANS,2720,2,0,0,0,0,07,07VANS,7334,2017
nan,VERNOUX EN VIVARAIS,2022,0,1,0,0,0,07,07VERNOUX EN VIVARAIS,7338,2017
nan,VILLENEUVE DE BERG,3000,1,0,0,0,0,07,07VILLENEUVE DE BERG,7341,2017
nan,VIVIERS,3787,2,0,0,0,0,07,07VIVIERS,7346,2017
nan,VOGUE,1063,0,2,0,0,0,07,07VOGUE,7348,2017
nan,VOULTE SUR RHONE,5124,3,0,0,0,0,07,07VOULTE SUR RHONE,7349,2017
Ardennes (08),CARIGNAN,2954,2,0,0,0,0,08,08CARIGNAN,8090,2017
Charleville Meziéres,CHARLEVILLE MEZIERES,47857,24,6,0,0,0,08,08CHARLEVILLE MEZIERES,8105,2017
nan,CHOOZ,746,1,0,0,0,0,08,08CHOOZ,8122,2017
nan,DONCHERY,2202,1,0,0,0,0,08,08DONCHERY,8142,2017
nan,FLOING,2443,1,0,0,0,0,08,08FLOING,8174,2017
nan,FROMELENNES,1033,1,0,0,0,0,08,08FROMELENNES,8183,2017
nan,FUMAY,3464,3,0,0,0,0,08,08FUMAY,8185,2017
nan,GESPUNSART,1097,1,0,0,0,0,08,08GESPUNSART,8188,2017
nan,GIVET,6895,5,1,0,0,0,08,08GIVET,8190,2017
nan,HAYBES,2100,1,0,0,0,0,08,08HAYBES,8222,2017
nan,FRANCHEVILLE,1690,1,0,0,0,0,08,08FRANCHEVILLE,8180,2017
nan,HAUTES RIVIERES,1575,1,0,0,0,0,08,08HAUTES RIVIERES,8218,2017
nan,MOUZON,2424,1,0,0,0,0,08,08MOUZON,8311,2017
nan,NOUVION SUR MEUSE,2274,0,1,0,0,0,08,08NOUVION SUR MEUSE,8327,2017
nan,NOUZONVILLE,5997,5,0,0,0,0,08,08NOUZONVILLE,8328,2017
nan,RETHEL,7764,2,0,0,0,0,08,08RETHEL,8362,2017
nan,ROCROI,2375,1,0,0,0,0,08,08ROCROI,8367,2017
nan,REVIN,6518,5,0,0,0,0,08,08REVIN,8363,2017
nan,RIMOGNE,1465,1,0,0,0,0,08,08RIMOGNE,8365,2017
nan,SEDAN,17675,8,2,0,0,0,08,08SEDAN,8409,2017
nan,VILLERS SEMEUSE,3594,2,0,0,0,0,08,08VILLERS SEMEUSE,8480,2017
nan,VIREUX WALLERAND,2074,1,0,0,0,0,08,08VIREUX WALLERAND,8487,2017
nan,VIVIER AU COURT,3008,2,0,0,0,0,08,08VIVIER AU COURT,8488,2017
nan,VRIGNE AUX BOIS,3827,2,0,0,0,0,08,08VRIGNE AUX BOIS,8491,2017
nan,VOUZIERS,4577,2,0,0,0,0,08,08VOUZIERS,8490,2017
nan,WARCQ,1317,1,0,0,0,0,08,08WARCQ,8497,2017
Ariège (09),AX LES THERMES,1244,2,1,1,0,0,09,09AX LES THERMES,9032,2017
Foix,FOIX,9721,3,3,0,0,0,09,09FOIX,9122,2017
nan,LAVELANET,6245,2,1,0,0,0,09,09LAVELANET,9160,2017
nan,MAZERES,3810,1,0,0,0,0,09,09MAZERES,9185,2017
nan,MERCUS GARRABET,1144,1,0,1,0,0,09,09MERCUS GARRABET,9188,2017
nan,MIREPOIX,3148,2,1,0,0,0,09,09MIREPOIX,9194,2017
nan,MONTGAILHARD,1423,0,0,1,0,0,09,09MONTGAILHARD,9207,2017
nan,PAMIERS,15518,6,3,0,0,0,09,09PAMIERS,9225,2017
nan,SAURAT,654,0,1,0,0,0,09,09SAURAT,9280,2017
nan,SAINT GIRONS,6284,2,4,0,0,0,09,09SAINT GIRONS,9261,2017
nan,SAINT LIZIER,1417,0,0,1,0,0,09,09SAINT LIZIER,9268,2017
nan,SAVERDUN,4658,2,1,0,0,0,09,09SAVERDUN,9282,2017
nan,TARASCON SUR ARIEGE,3322,2,0,0,0,0,09,09TARASCON SUR ARIEGE,9306,2017
nan,TOUR DU CRIEU,3071,0,0,1,0,0,09,09TOUR DU CRIEU,9312,2017
nan,USTOU,311,0,0,1,0,0,09,09USTOU,9322,2017
nan,VARILHES,3328,1,0,0,0,0,09,09VARILHES,9324,2017
Aube (10),ARCIS SUR AUBE,2822,1,2,0,0,0,10,10ARCIS SUR AUBE,10006,2017
Troyes,BAR SUR AUBE,4978,4,0,0,0,0,10,10BAR SUR AUBE,10033,2017
nan,BAR SUR SEINE,3054,1,0,0,0,0,10,10BAR SUR SEINE,10034,2017
nan,BRIENNE LE CHATEAU,2907,2,0,0,0,0,10,10BRIENNE LE CHATEAU,10064,2017
nan,CHAPELLE SAINT LUC,12471,9,0,0,0,0,10,10CHAPELLE SAINT LUC,10081,2017
nan,CRENEY PRES TROYES,1783,0,1,0,0,0,10,10CRENEY PRES TROYES,10115,2017
nan,ESTISSAC,1885,0,1,0,0,0,10,10ESTISSAC,10142,2017
nan,NOES PRES TROYES,3244,3,0,0,0,0,10,10NOES PRES TROYES,10265,2017
nan,NOGENT SUR SEINE,5965,5,1,0,0,0,10,10NOGENT SUR SEINE,10268,2017
nan,RIVIERE DE CORPS,3199,1,2,0,0,0,10,10RIVIERE DE CORPS,10321,2017
nan,ROMILLY SUR SEINE,14493,8,0,0,0,0,10,10ROMILLY SUR SEINE,10323,2017
nan,SAINT ANDRE LES VERGERS,12204,4,0,0,0,0,10,10SAINT ANDRE LES VERGERS,10333,2017
nan,SAINT GERMAIN,2298,0,1,0,0,0,10,10SAINT GERMAIN,10340,2017
nan,SAINT LYE,2935,1,0,0,0,0,10,10SAINT LYE,10349,2017
nan,SAINTE SAVINE,10302,5,0,0,0,0,10,10SAINTE SAVINE,10362,2017
nan,TROYES,60928,32,8,1,0,0,10,10TROYES,10387,2017
nan,VENDEUVRE SUR BARSE,2352,1,0,0,0,0,10,10VENDEUVRE SUR BARSE,10401,2017
nan,VILLENAUXE LA GRANDE,2734,0,1,0,0,0,10,10VILLENAUXE LA GRANDE,10420,2017
Aude (11),ARAGON,439,1,0,0,0,0,11,11ARAGON,11011,2017
Carcassonne,ARGELIERS,2098,1,0,0,0,0,11,11ARGELIERS,11012,2017
nan,ARMISSAN,1575,1,2,0,0,0,11,11ARMISSAN,11014,2017
nan,BOUTENAC,728,1,0,0,0,0,11,11BOUTENAC,11048,2017
nan,BRAM,3416,3,0,0,0,0,11,11BRAM,11049,2017
nan,CANET,1696,1,0,0,0,0,11,11CANET,11067,2017
nan,CARCASSONNE,47465,38,8,0,0,0,11,11CARCASSONNE,11069,2017
nan,CASTELNAU D AUDE,492,1,0,0,0,0,11,11CASTELNAU D AUDE,11077,2017
nan,CASTELNAUDARY,11678,4,0,0,0,0,11,11CASTELNAUDARY,11076,2017
nan,CAUNES MINERVOIS,1700,1,1,0,0,0,11,11CAUNES MINERVOIS,11081,2017
nan,CAZILHAC,1708,1,0,0,0,0,11,11CAZILHAC,11088,2017
nan,CONQUES SUR ORBIEL,2481,2,0,0,0,0,11,11CONQUES SUR ORBIEL,11099,2017
nan,COURSAN,6026,4,0,0,0,0,11,11COURSAN,11106,2017
nan,CRUSCADES,786,1,0,0,0,0,11,11CRUSCADES,11111,2017
nan,CUXAC D AUDE,4033,3,2,0,0,0,11,11CUXAC D AUDE,11116,2017
nan,ESCALES,459,1,0,0,0,0,11,11ESCALES,11126,2017
nan,ESPERAZA,1988,2,2,0,0,0,11,11ESPERAZA,11129,2017
nan,FABREZAN,1329,1,0,0,0,0,11,11FABREZAN,11132,2017
nan,FERRALS LES CORBIERES,1192,1,0,0,0,0,11,11FERRALS LES CORBIERES,11140,2017
nan,FLEURY,4007,7,0,0,0,0,11,11FLEURY,11145,2017
nan,FONTCOUVERTE,541,1,0,0,0,0,11,11FONTCOUVERTE,11148,2017
nan,GINESTAS,1364,1,0,0,0,0,11,11GINESTAS,11164,2017
nan,GRUISSAN,4938,14,1,0,0,0,11,11GRUISSAN,11170,2017
nan,HOMPS,600,1,0,0,0,0,11,11HOMPS,11172,2017
nan,LEUCATE,4467,17,2,0,0,0,11,11LEUCATE,11202,2017
nan,LEZIGNAN CORBIERES,11406,11,1,0,0,0,11,11LEZIGNAN CORBIERES,11203,2017
nan,LIMOUX,10918,5,0,0,0,0,11,11LIMOUX,11206,2017
nan,LUC SUR ORBIEU,1154,1,0,1,0,0,11,11LUC SUR ORBIEU,11210,2017
nan,MARCORIGNAN,1280,1,0,0,0,0,11,11MARCORIGNAN,11217,2017
nan,MONTREDON DES CORBIERES,1470,1,0,0,0,0,11,11MONTREDON DES CORBIERES,11255,2017
nan,MOUSSAN,1885,1,0,0,0,0,11,11MOUSSAN,11258,2017
nan,NARBONNE,54186,45,6,0,1,1,11,11NARBONNE,11262,2017
nan,NEVIAN,1302,1,0,0,0,0,11,11NEVIAN,11264,2017
nan,OUVEILLAN,2331,1,0,0,0,0,11,11OUVEILLAN,11269,2017
nan,PALAJA,2323,1,0,0,0,0,11,11PALAJA,11272,2017
nan,PALME,1687,1,0,0,0,0,11,11PALME,11188,2017
nan,PENNAUTIER,2527,2,0,0,0,0,11,11PENNAUTIER,11279,2017
nan,PEYRIAC DE MER,1124,1,0,0,0,0,11,11PEYRIAC DE MER,11285,2017
nan,PEZENS,1603,1,0,0,0,0,11,11PEZENS,11288,2017
nan,PORT LA NOUVELLE,5708,8,3,0,0,0,11,11PORT LA NOUVELLE,11266,2017
nan,PORTEL DES CORBIERES,1308,1,1,0,0,0,11,11PORTEL DES CORBIERES,11295,2017
nan,QUILLAN,3495,3,0,0,0,0,11,11QUILLAN,11304,2017
nan,SAINT MARCEL SUR AUDE,1919,1,0,0,0,0,11,11SAINT MARCEL SUR AUDE,11353,2017
nan,SAINT NAZAIRE D AUDE,2015,1,2,0,0,0,11,11SAINT NAZAIRE D AUDE,11360,2017
nan,SALLES D AUDE,3218,1,1,0,0,0,11,11SALLES D AUDE,11370,2017
nan,SIGEAN,5597,4,2,0,0,0,11,11SIGEAN,11379,2017
nan,TOUROUZELLE,481,1,0,0,0,0,11,11TOUROUZELLE,11393,2017
nan,TREBES,5642,7,2,0,0,0,11,11TREBES,11397,2017
nan,VILLEGAILHENC,1685,1,0,0,0,0,11,11VILLEGAILHENC,11425,2017
nan,VILLEMOUSTAUSSOU,4417,3,0,0,0,0,11,11VILLEMOUSTAUSSOU,11429,2017
nan,VILLESEQUE DES CORBIERES,383,1,0,0,0,0,11,11VILLESEQUE DES CORBIERES,11436,2017
nan,VINASSAN,2665,2,0,0,0,0,11,11VINASSAN,11441,2017
Aveyron (12),BELMONT SUR RANCE,1018,0,0,1,0,0,12,12BELMONT SUR RANCE,12025,2017
Rodez,CALMONT,1973,0,0,1,0,0,12,12CALMONT,12043,2017
nan,CAPDENAC GARE,4558,1,0,0,0,0,12,12CAPDENAC GARE,12052,2017
nan,ENTRAYGUES SUR TRUYERE,1060,0,1,0,0,0,12,12ENTRAYGUES SUR TRUYERE,12094,2017
nan,DECAZEVILLE,5686,1,1,0,0,0,12,12DECAZEVILLE,12089,2017
nan,ESPALION,4460,1,1,0,0,0,12,12ESPALION,12096,2017
nan,FLAVIN,2308,0,0,1,0,0,12,12FLAVIN,12102,2017
nan,GABRIAC,500,0,0,1,0,0,12,12GABRIAC,12106,2017
nan,LAGUIOLE,1239,0,1,0,0,0,12,12LAGUIOLE,12119,2017
nan,MILLAU,22064,12,4,0,0,0,12,12MILLAU,12145,2017
nan,ONET LE CHATEAU,11837,7,1,0,0,0,12,12ONET LE CHATEAU,12176,2017
nan,RODELLE,1082,0,0,1,0,0,12,12RODELLE,12201,2017
nan,RODEZ,24088,5,6,0,0,0,12,12RODEZ,12202,2017
nan,SAINT AFFRIQUE,8260,4,2,0,0,0,12,12SAINT AFFRIQUE,12208,2017
nan,SAINT GEORGES DE LUZENCON,1546,0,0,1,0,0,12,12SAINT GEORGES DE LUZENCON,12225,2017
nan,SAINTE EULALIE DE CERNON,272,0,0,1,0,0,12,12SAINTE EULALIE DE CERNON,12220,2017
nan,SAINTE JULIETTE SUR VIAUR,578,0,0,1,0,0,12,12SAINTE JULIETTE SUR VIAUR,12234,2017
nan,SEVERAC D AVEYRON,4134,0,0,1,0,0,12,12SEVERAC D AVEYRON,12270,2017
nan,VILLEFRANCHE DE ROUERGUE,11822,3,1,0,0,0,12,12VILLEFRANCHE DE ROUERGUE,12300,2017
Bouches-du-Rhône (13),AIX EN PROVENCE,142000,108,48,0,3,3,13,13AIX EN PROVENCE,13001,2017
Marseille,ALLAUCH,21582,16,9,0,0,0,13,13ALLAUCH,13002,2017
nan,ALLEINS,2468,1,1,0,0,0,13,13ALLEINS,13003,2017
nan,ARLES,53000,22,8,0,0,0,13,13ARLES,13004,2017
nan,AUBAGNE,46093,42,25,0,0,0,13,13AUBAGNE,13005,2017
nan,AURIOL,12800,8,3,0,0,0,13,13AURIOL,13007,2017
nan,BARBENTANE,4317,2,0,0,0,0,13,13BARBENTANE,13010,2017
nan,BAUX DE PROVENCE,381,1,2,0,0,0,13,13BAUX DE PROVENCE,13011,2017
nan,BELCODENE,1949,1,0,0,0,0,13,13BELCODENE,13013,2017
nan,BERRE L ETANG,13780,22,4,0,0,0,13,13BERRE L ETANG,13014,2017
nan,BOUC BEL AIR,14351,14,0,0,0,0,13,13BOUC BEL AIR,13015,2017
nan,BOUILLADISSE,6173,4,1,0,0,0,13,13BOUILLADISSE,13016,2017
nan,BOULBON,1500,1,0,0,0,0,13,13BOULBON,13017,2017
nan,CABANNES,4500,3,0,0,0,0,13,13CABANNES,13018,2017
nan,CABRIES,9800,9,0,2,0,0,13,13CABRIES,13019,2017
nan,CADOLIVE,2180,1,0,0,0,0,13,13CADOLIVE,13020,2017
nan,CARNOUX EN PROVENCE,6700,4,0,0,0,0,13,13CARNOUX EN PROVENCE,13119,2017
nan,CARRY LE ROUET,6021,8,2,0,0,0,13,13CARRY LE ROUET,13021,2017
nan,CASSIS,8000,21,16,1,0,0,13,13CASSIS,13022,2017
nan,CEYRESTE,4500,4,0,0,0,0,13,13CEYRESTE,13023,2017
nan,CHARLEVAL,2800,1,0,1,0,0,13,13CHARLEVAL,13024,2017
nan,CHATEAUNEUF LES MARTIGUES,15500,23,7,0,0,0,13,13CHATEAUNEUF LES MARTIGUES,13026,2017
nan,CHATEAURENARD,15833,11,7,0,0,0,13,13CHATEAURENARD,13027,2017
nan,CIOTAT,35994,35,15,0,1,1,13,13CIOTAT,13028,2017
nan,CORNILLON CONFOUX,1398,1,0,0,0,0,13,13CORNILLON CONFOUX,13029,2017
nan,COUDOUX,3400,4,1,0,0,0,13,13COUDOUX,13118,2017
nan,CUGES LES PINS,5100,3,2,0,0,0,13,13CUGES LES PINS,13030,2017
nan,DESTROUSSE,3418,2,0,0,0,0,13,13DESTROUSSE,13031,2017
nan,EGUILLES,7800,7,1,0,0,0,13,13EGUILLES,13032,2017
nan,ENSUES LA REDONNE,5559,5,2,0,0,0,13,13ENSUES LA REDONNE,13033,2017
nan,EYGALIERES,1800,1,1,0,0,0,13,13EYGALIERES,13034,2017
nan,EYGUIERES,7000,5,0,0,0,0,13,13EYGUIERES,13035,2017
nan,EYRAGUES,4200,3,0,0,0,0,13,13EYRAGUES,13036,2017
nan,FARE LES OLIVIERS,8242,7,2,0,0,0,13,13FARE LES OLIVIERS,13037,2017
nan,FONTVIEILLE,3630,2,1,0,0,0,13,13FONTVIEILLE,13038,2017
nan,FOS SUR MER,16500,40,3,0,0,0,13,13FOS SUR MER,13039,2017
nan,FUVEAU,10000,7,2,0,0,0,13,13FUVEAU,13040,2017
nan,GARDANNE,20700,14,7,0,0,0,13,13GARDANNE,13041,2017
nan,GEMENOS,6200,7,1,0,0,0,13,13GEMENOS,13042,2017
nan,GIGNAC LA NERTHE,9131,10,4,0,0,0,13,13GIGNAC LA NERTHE,13043,2017
nan,GRANS,5148,9,1,0,0,0,13,13GRANS,13044,2017
nan,GRAVESON,4733,3,1,0,0,0,13,13GRAVESON,13045,2017
nan,GREASQUE,5000,2,1,0,0,0,13,13GREASQUE,13046,2017
nan,ISTRES,44000,55,3,3,0,0,13,13ISTRES,13047,2017
nan,JOUQUES,4515,2,0,1,0,0,13,13JOUQUES,13048,2017
nan,LAMBESC,9833,6,2,1,0,0,13,13LAMBESC,13050,2017
nan,MAILLANE,2700,1,0,0,0,0,13,13MAILLANE,13052,2017
nan,MALLEMORT,6100,4,3,0,0,0,13,13MALLEMORT,13053,2017
nan,MARIGNANE,35000,35,9,1,0,0,13,13MARIGNANE,13054,2017
nan,MARSEILLE,861635,423,46,0,0,0,13,13MARSEILLE,13055,2017
nan,MARTIGUES,50000,39,3,0,0,0,13,13MARTIGUES,13056,2017
nan,MAUSSANE LES ALPILLES,2200,1,1,0,0,0,13,13MAUSSANE LES ALPILLES,13058,2017
nan,MEYRARGUES,3800,3,0,0,0,0,13,13MEYRARGUES,13059,2017
nan,MEYREUIL,5495,6,1,0,0,0,13,13MEYREUIL,13060,2017
nan,MIMET,4800,2,0,0,0,0,13,13MIMET,13062,2017
nan,MIRAMAS,26104,44,4,0,6,2,13,13MIRAMAS,13063,2017
nan,MOLLEGES,2560,1,0,0,0,0,13,13MOLLEGES,13064,2017
nan,MOURIES,3500,2,0,0,0,0,13,13MOURIES,13065,2017
nan,NOVES,5700,4,0,0,0,0,13,13NOVES,13066,2017
nan,ORGON,3100,3,0,0,0,0,13,13ORGON,13067,2017
nan,PELISSANNE,10150,5,3,0,0,0,13,13PELISSANNE,13069,2017
nan,PENNE SUR HUVEAUNE,6500,6,2,0,0,0,13,13PENNE SUR HUVEAUNE,13070,2017
nan,PENNES MIRABEAU,20000,30,8,0,0,0,13,13PENNES MIRABEAU,13071,2017
nan,PEYNIER,4500,2,1,0,0,0,13,13PEYNIER,13072,2017
nan,PEYPIN,5500,1,3,0,0,0,13,13PEYPIN,13073,2017
nan,PEYROLLES EN PROVENCE,5055,3,0,0,0,0,13,13PEYROLLES EN PROVENCE,13074,2017
nan,PLAN DE CUQUES,12000,3,7,0,0,0,13,13PLAN DE CUQUES,13075,2017
nan,PLAN D ORGON,3800,2,1,0,0,0,13,13PLAN D ORGON,13076,2017
nan,PORT DE BOUC,17000,10,0,0,0,0,13,13PORT DE BOUC,13077,2017
nan,PORT SAINT LOUIS DU RHONE,8573,1,1,0,0,0,13,13PORT SAINT LOUIS DU RHONE,13078,2017
nan,PUY SAINTE REPARADE,5557,4,0,0,0,0,13,13PUY SAINTE REPARADE,13080,2017
nan,ROGNAC,11957,20,6,1,0,0,13,13ROGNAC,13081,2017
nan,ROGNES,5000,4,0,0,0,0,13,13ROGNES,13082,2017
nan,ROGNONAS,4200,2,1,0,0,0,13,13ROGNONAS,13083,2017
nan,ROQUE D ANTHERON,5500,4,2,0,0,0,13,13ROQUE D ANTHERON,13084,2017
nan,ROQUEFORT LA BEDOULE,5487,4,0,0,0,0,13,13ROQUEFORT LA BEDOULE,13085,2017
nan,ROQUEVAIRE,8600,10,1,0,0,0,13,13ROQUEVAIRE,13086,2017
nan,ROUSSET,4869,7,3,0,0,0,13,13ROUSSET,13087,2017
nan,ROVE,4750,5,1,0,0,0,13,13ROVE,13088,2017
nan,SAINT ANDIOL,3346,2,1,0,0,0,13,13SAINT ANDIOL,13089,2017
nan,SAINT CANNAT,5644,5,1,0,0,0,13,13SAINT CANNAT,13091,2017
nan,SAINT CHAMAS,8418,6,2,1,0,0,13,13SAINT CHAMAS,13092,2017
nan,SAINT ETIENNE DU GRES,2481,2,0,0,0,0,13,13SAINT ETIENNE DU GRES,13094,2017
nan,SAINT MARC JAUMEGARDE,1200,1,0,0,0,0,13,13SAINT MARC JAUMEGARDE,13095,2017
nan,SAINTES MARIES DE LA MER,2900,6,9,0,0,0,13,13SAINTES MARIES DE LA MER,13096,2017
nan,SAINT MARTIN DE CRAU,13500,12,4,0,0,0,13,13SAINT MARTIN DE CRAU,13097,2017
nan,SAINT MITRE LES REMPARTS,5912,4,1,0,0,0,13,13SAINT MITRE LES REMPARTS,13098,2017
nan,SAINT REMY DE PROVENCE,10500,13,5,1,0,0,13,13SAINT REMY DE PROVENCE,13100,2017
nan,SAINT SAVOURNIN,3267,2,0,0,0,0,13,13SAINT SAVOURNIN,13101,2017
nan,SAINT VICTORET,6800,1,6,0,0,0,13,13SAINT VICTORET,13102,2017
nan,SALON DE PROVENCE,45000,48,6,0,2,3,13,13SALON DE PROVENCE,13103,2017
nan,SAUSSET LES PINS,7800,12,0,0,0,0,13,13SAUSSET LES PINS,13104,2017
nan,SENAS,7000,5,1,0,0,0,13,13SENAS,13105,2017
nan,SEPTEMES LES VALLONS,11400,7,0,0,0,0,13,13SEPTEMES LES VALLONS,13106,2017
nan,SIMIANE COLLONGUE,5623,7,1,0,0,0,13,13SIMIANE COLLONGUE,13107,2017
nan,TARASCON,15000,10,7,0,0,0,13,13TARASCON,13108,2017
nan,THOLONET,2442,2,0,0,0,0,13,13THOLONET,13109,2017
nan,TRETS,11500,5,5,0,0,0,13,13TRETS,13110,2017
nan,VELAUX,9560,7,3,0,0,0,13,13VELAUX,13112,2017
nan,VENELLES,8500,8,3,0,0,0,13,13VENELLES,13113,2017
nan,VENTABREN,5300,2,2,3,0,0,13,13VENTABREN,13114,2017
nan,VERNEGUES,1723,1,1,0,0,0,13,13VERNEGUES,13115,2017
Calvados (14),ARGENCES,3741,2,0,0,0,0,14,14ARGENCES,14020,2017
Caen,ARROMANCHES LES BAINS,529,0,2,0,0,0,14,14ARROMANCHES LES BAINS,14021,2017
nan,ASNELLES,605,0,0,1,0,0,14,14ASNELLES,14022,2017
nan,BAYEUX,14005,7,4,0,0,0,14,14BAYEUX,14047,2017
nan,BERNIERES SUR MER,2374,1,0,0,0,0,14,14BERNIERES SUR MER,14066,2017
nan,BLAINVILLE SUR ORNE,5687,4,0,0,0,0,14,14BLAINVILLE SUR ORNE,14076,2017
nan,BLONVILLE SUR MER,1555,1,0,0,0,0,14,14BLONVILLE SUR MER,14079,2017
nan,BRETTEVILLE SUR ODON,3951,0,1,0,0,0,14,14BRETTEVILLE SUR ODON,14101,2017
nan,CABOURG,3707,5,0,0,0,0,14,14CABOURG,14117,2017
nan,CAEN,109400,63,36,0,0,0,14,14CAEN,14118,2017
nan,CARPIQUET,2433,1,1,0,0,0,14,14CARPIQUET,14137,2017
nan,COLLEVILLE MONTGOMERY,2418,1,0,0,0,0,14,14COLLEVILLE MONTGOMERY,14166,2017
nan,COLOMBELLES,6584,4,0,0,0,0,14,14COLOMBELLES,14167,2017
nan,CORMELLES LE ROYAL,4883,3,0,0,0,0,14,14CORMELLES LE ROYAL,14181,2017
nan,COURSEULLES SUR MER,4183,2,0,0,0,0,14,14COURSEULLES SUR MER,14191,2017
nan,CREULLY SUR SEULLES,2449,1,0,0,0,0,14,14CREULLY SUR SEULLES,14200,2017
nan,CUVERVILLE,2089,0,1,0,0,0,14,14CUVERVILLE,14215,2017
nan,DEAUVILLE,3783,6,2,0,0,0,14,14DEAUVILLE,14220,2017
nan,DEMOUVILLE,3298,1,1,0,0,0,14,14DEMOUVILLE,14221,2017
nan,DOUVRES LA DELIVRANDE,5474,2,0,0,0,0,14,14DOUVRES LA DELIVRANDE,14228,2017
nan,EPRON,1681,0,1,0,0,0,14,14EPRON,14242,2017
nan,FALAISE,8571,4,1,0,0,0,14,14FALAISE,14258,2017
nan,FEUGUEROLLES BULLY,1444,0,2,0,0,0,14,14FEUGUEROLLES BULLY,14266,2017
nan,GIBERVILLE,5062,2,0,0,0,0,14,14GIBERVILLE,14301,2017
nan,GOUVIX,817,0,0,1,0,0,14,14GOUVIX,14309,2017
nan,GRANDCAMP MAISY,1653,1,0,0,0,0,14,14GRANDCAMP MAISY,14312,2017
nan,HERMANVILLE SUR MER,3064,1,0,0,0,0,14,14HERMANVILLE SUR MER,14325,2017
nan,HEROUVILLE SAINT CLAIR,22793,11,0,0,0,0,14,14HEROUVILLE SAINT CLAIR,14327,2017
nan,HONFLEUR,7686,3,7,0,0,0,14,14HONFLEUR,14333,2017
nan,HOULGATE,1990,0,0,1,0,0,14,14HOULGATE,14338,2017
nan,IFS,11801,6,0,0,0,0,14,14IFS,14341,2017
nan,ISIGNY SUR MER,3723,1,1,0,0,0,14,14ISIGNY SUR MER,14342,2017
nan,LANGRUNE SUR MER,1730,1,0,0,0,0,14,14LANGRUNE SUR MER,14354,2017
nan,RIVIERE SAINT SAUVEUR,2476,2,0,0,0,0,14,14RIVIERE SAINT SAUVEUR,14536,2017
nan,MOLAY LITTRY,3091,1,1,0,0,0,14,14MOLAY LITTRY,14370,2017
nan,MONTS D AUNAY,4465,0,1,0,0,0,14,14MONTS D AUNAY,14027,2017
nan,LION SUR MER,2452,1,0,0,0,0,14,14LION SUR MER,14365,2017
nan,LISIEUX,21576,0,6,0,0,0,14,14LISIEUX,14366,2017
nan,LIVAROT PAYS D AUGE,6619,1,0,0,0,0,14,14LIVAROT PAYS D AUGE,14371,2017
nan,LUC SUR MER,3226,1,1,0,0,0,14,14LUC SUR MER,14384,2017
nan,MEZIDON VALLEE D AUGE,10056,2,0,0,0,0,14,14MEZIDON VALLEE D AUGE,14431,2017
nan,MONDEVILLE,10003,5,0,0,0,0,14,14MONDEVILLE,14437,2017
nan,ORBEC,2245,1,0,0,0,0,14,14ORBEC,14478,2017
nan,OUISTREHAM,9341,10,0,0,0,0,14,14OUISTREHAM,14488,2017
nan,PONT L EVEQUE,4570,2,1,0,0,0,14,14PONT L EVEQUE,14514,2017
nan,POTIGNY,2084,0,0,1,0,0,14,14POTIGNY,14516,2017
nan,PORT EN BESSIN HUPPAIN,1983,1,0,0,0,0,14,14PORT EN BESSIN HUPPAIN,14515,2017
nan,RANVILLE,1807,0,7,0,0,0,14,14RANVILLE,14530,2017
nan,ROTS,2473,0,1,0,0,0,14,14ROTS,14543,2017
nan,SAINT AUBIN SUR MER,2461,1,0,0,0,0,14,14SAINT AUBIN SUR MER,14562,2017
nan,SAINT CONTEST,2546,0,1,0,0,0,14,14SAINT CONTEST,14566,2017
nan,SAINT MANVIEU NORREY,2022,0,1,0,0,0,14,14SAINT MANVIEU NORREY,14610,2017
nan,SAINT PIERRE EN AUGE,8135,0,0,1,0,0,14,14SAINT PIERRE EN AUGE,14654,2017
nan,SOULEUVRE EN BOCAGE,8920,0,0,1,0,0,14,14SOULEUVRE EN BOCAGE,14061,2017
nan,THUE ET MUE,5703,0,1,0,0,0,14,14THUE ET MUE,14098,2017
nan,TREVIERES,940,0,1,0,0,0,14,14TREVIERES,14711,2017
nan,VARAVILLE,981,1,0,0,0,0,14,14VARAVILLE,14724,2017
nan,VER SUR MER,1619,0,1,0,0,0,14,14VER SUR MER,14739,2017
nan,VERSON,3552,2,0,0,0,0,14,14VERSON,14738,2017
nan,VILLERS BOCAGE,3138,1,1,0,0,0,14,14VILLERS BOCAGE,14752,2017
nan,VILLERS SUR MER,2787,2,1,0,0,0,14,14VILLERS SUR MER,14754,2017
nan,VILLERVILLE,726,1,0,0,0,0,14,14VILLERVILLE,14755,2017
nan,VIRE NORMANDIE,18543,0,1,0,0,0,14,14VIRE NORMANDIE,14762,2017
Cantal (15),AURILLAC,27626,6,0,0,0,0,15,15AURILLAC,15014,2017
Aurillac,MAURIAC,3924,1,0,0,0,0,15,15MAURIAC,15120,2017
nan,RIOM ES MONTAGNES,2655,1,0,0,0,0,15,15RIOM ES MONTAGNES,15162,2017
nan,SAINT FLOUR,7127,4,0,0,0,0,15,15SAINT FLOUR,15187,2017
nan,MURAT,2058,1,0,0,0,0,15,15MURAT,15138,2017
